Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,Title,FamilySize,IsAlone,Fare_log
0,3,0,-2.1027333275006983,3,2,27.9,2,0,1,6,0,0.4146557174979072
1,3,1,-0.10463740114712752,0,0,56.4958,2,0,2,1,1,1.1248955097361595
1,3,0,-2.1987956316523123,2,1,19.2583,0,0,1,4,0,0.047825129435189045
1,1,1,1.432359465278696,1,0,76.7292,0,1,2,2,0,1.4362199751817062
0,3,1,-0.7962859910387481,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
1,1,1,2.0471582118490255,0,0,35.5,0,1,4,1,1,0.6557188297748954
0,3,1,-0.10463740114712752,0,0,7.55,2,0,2,1,1,-0.8428609376877135
1,3,0,-0.48888661775358344,0,0,7.55,2,0,1,1,1,-0.8428609376877135
0,3,1,-0.10463740114712752,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
1,2,0,-0.8731358343600393,0,1,23.0,2,0,1,2,0,0.2228261499229997
0,3,1,-0.6425863043961658,0,0,8.4333,2,0,2,1,1,-0.741349052303618
1,3,0,-0.10463740114712752,0,0,7.8292,1,0,1,1,1,-0.809682843697731
0,3,0,-0.8731358343600393,0,0,6.75,1,0,1,1,1,-0.9442940832331417
0,2,1,-0.41203677443229225,2,0,73.5,2,0,2,3,0,1.3924082286355355
0,3,1,-0.10463740114712752,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,3,0,0.20276197213803718,1,1,15.5,1,0,3,3,0,-0.16405229962564447
0,2,1,-0.48888661775358344,0,0,13.0,2,0,2,1,1,-0.3336984726090332
0,1,1,2.200857898491608,0,2,113.275,0,1,2,3,0,1.834129231109428
1,1,1,1.5860591519212783,2,0,133.65,2,0,4,3,0,2.003535801391161
0,3,1,0.8175607187083667,0,0,7.225,0,0,2,1,1,-0.8828741679067217
0,1,1,1.3555096219574048,0,0,25.5875,2,1,2,1,1,0.32854312829417104
0,3,1,0.5101613454232019,0,0,7.4958,2,0,2,1,1,-0.8494271027413144
1,3,1,-0.719436147717457,1,0,7.925,2,0,2,2,0,-0.798539974052802
0,2,1,0.20276197213803718,2,0,73.5,2,0,2,3,0,1.3924082286355355
0,2,1,-0.33518693111100106,0,0,13.0,2,0,2,1,1,-0.3336984726090332
0,3,1,-0.10463740114712752,0,0,7.775,2,0,2,1,1,-0.8160407306065733
0,3,1,1.0481102486722402,0,0,8.05,2,0,2,1,1,-0.7841792430073967
1,1,0,-0.10463740114712752,1,0,52.0,2,1,3,2,0,1.0408277503255374
1,2,0,0.8175607187083667,1,1,39.0,2,0,3,3,0,0.750263780890198
0,1,1,0.12591212881674602,1,0,52.0,2,1,2,2,0,1.0408277503255374
0,2,1,3.123056018347102,0,0,10.5,2,0,2,1,1,-0.5368057694182641
1,2,1,0.12591212881674602,0,0,13.0,2,0,2,1,1,-0.3336984726090332
0,2,1,-0.10463740114712752,0,0,0.0,2,0,2,1,1,-3.0585777291682934
0,3,1,-0.8731358343600393,0,0,7.775,2,0,2,1,1,-0.8160407306065733
0,3,1,-0.37361185277164666,0,0,8.05,2,0,2,1,1,-0.7841792430073967
1,3,0,-0.8731358343600393,0,0,9.8417,2,0,1,1,1,-0.597669953407196
0,3,0,1.0481102486722402,1,6,46.9,2,0,3,8,0,0.936361092700485
1,1,1,0.5101613454232019,0,1,512.3292,0,1,2,2,0,3.3852937438182273
0,3,0,-0.10463740114712752,0,0,8.1375,1,0,1,1,1,-0.774244266805356
1,1,1,-0.1814872444684187,0,0,76.7292,0,1,2,1,1,1.4362199751817062
0,3,1,-0.719436147717457,0,0,9.225,2,0,2,1,1,-0.658138561741074
0,3,1,-1.180535207645204,5,2,46.9,2,0,2,8,0,0.936361092700485
0,2,1,2.3545575851341902,1,1,39.0,2,0,2,3,0,0.750263780890198
0,2,1,-0.33518693111100106,1,2,41.5792,0,0,2,4,0,0.8147822510349934
0,3,1,-1.180535207645204,4,1,39.6875,2,0,2,6,0,0.7678594338107121
0,3,1,-0.7962859910387481,0,0,10.1708,2,0,2,1,1,-0.5667940759868451
0,3,1,-0.8731358343600393,0,0,7.7958,2,0,2,1,1,-0.8135961720983267
1,1,0,-1.1036853643239128,0,1,211.3375,2,1,1,2,0,2.4738467350641637
1,1,1,0.12591212881674602,1,0,57.0,2,1,2,2,0,1.1339105535671157
1,3,0,-1.949033640858116,0,1,13.4167,0,0,1,2,0,-0.3034147385612252
1,3,1,-0.10463740114712752,0,0,56.4958,2,0,2,1,1,1.1248955097361595
0,3,1,-0.33518693111100106,0,0,7.225,0,0,2,1,1,-0.8828741679067217
0,1,1,2.3545575851341902,0,0,26.55,2,0,4,1,1,0.36526093570402607
0,2,1,1.7397588385638607,0,0,13.5,2,0,2,1,1,-0.29746598596845064
0,3,1,1.1249600919935314,0,0,8.05,2,0,2,1,1,-0.7841792430073967
1,3,0,-0.10463740114712752,0,0,7.7333,1,0,1,1,1,-0.8209591021193487
0,1,1,1.5092093085999871,1,1,110.8833,0,1,2,3,0,1.812289926928167
0,3,1,0.9712604053509489,0,0,7.65,2,1,2,1,1,-0.830854756854953
1,1,0,-0.8731358343600393,1,0,227.525,0,1,3,2,0,2.5497045522452972
1,1,1,0.4333115021019107,0,0,26.2875,2,1,2,1,1,0.3553757823476229
0,3,0,-0.8731358343600393,0,1,14.4542,0,0,1,2,0,-0.23166125968823223
0,3,1,-0.33518693111100106,0,0,7.7417,1,0,2,1,1,-0.8199664648688783
0,3,1,-0.2583370877897099,1,0,7.8542,2,0,2,2,0,-0.806763380796033
0,2,1,0.7407108753870755,0,0,26.0,2,0,2,1,1,0.3444394801955362
1,2,0,1.2018099353148226,0,0,13.5,2,0,3,1,1,-0.29746598596845064
1,1,1,0.9712604053509489,0,0,26.2875,2,1,2,1,1,0.3553757823476229
1,1,0,-0.5657364610748746,0,0,151.55,2,0,1,1,1,2.132408321022389
1,3,1,-0.10463740114712752,1,1,15.2458,0,0,0,3,0,-0.1800831698720664
1,1,0,-0.41203677443229225,0,0,49.5042,0,1,4,1,1,0.9910237262754293
0,1,1,-0.10463740114712752,0,0,26.55,2,1,2,1,1,0.36526093570402607
1,1,1,1.432359465278696,1,0,52.0,2,1,2,2,0,1.0408277503255374
0,3,1,-0.027787557825836348,0,0,9.4833,2,0,2,1,1,-0.6323794480268654
0,2,1,1.7397588385638607,0,0,13.0,2,0,2,1,1,-0.3336984726090332
0,3,1,-0.7962859910387481,0,0,7.65,2,1,2,1,1,-0.830854756854953
1,1,0,0.6638610320657843,0,0,227.525,0,1,1,1,1,2.5497045522452972
1,2,0,-0.1814872444684187,0,0,10.5,2,1,1,1,1,-0.5368057694182641
0,3,1,-0.10463740114712752,0,0,15.5,1,0,2,1,1,-0.16405229962564447
0,3,1,0.27961181545932834,0,0,7.775,2,0,2,1,1,-0.8160407306065733
1,2,0,-1.7953339542155335,0,1,33.0,2,0,1,2,0,0.5824597491940529
0,3,1,-0.9499856776813305,1,0,7.0542,2,0,2,2,0,-0.9045411875888885
0,2,1,0.35646165878061953,0,0,13.0,2,0,2,1,1,-0.3336984726090332
0,2,1,1.5860591519212783,0,0,13.0,2,0,2,1,1,-0.3336984726090332
1,1,1,-0.1814872444684187,1,0,53.1,2,1,2,2,0,1.0620380556287106
0,3,1,-0.719436147717457,0,0,8.6625,2,0,2,1,1,-0.7165619336211217
1,2,0,0.04906228549545483,3,0,21.0,2,0,3,4,0,0.1329851701219792
1,3,0,-0.10463740114712752,0,0,7.7375,1,0,1,1,1,-0.8204626642072291
0,2,1,-0.33518693111100106,1,0,26.0,2,0,2,2,0,0.3444394801955362
0,3,0,-0.33518693111100106,1,0,7.925,2,0,1,2,0,-0.798539974052802
1,1,0,-0.027787557825836348,0,0,211.3375,2,1,1,1,1,2.4738467350641637
0,3,1,-1.4110847376090776,0,0,18.7875,0,0,2,1,1,0.023546289947323752
0,2,1,-0.10463740114712752,0,0,0.0,2,0,2,1,1,-3.0585777291682934
0,2,1,-0.48888661775358344,0,0,13.0,2,0,2,1,1,-0.3336984726090332
0,2,1,-0.48888661775358344,0,0,13.0,2,0,2,1,1,-0.3336984726090332
0,3,1,-0.06621247948648194,0,0,16.1,2,0,2,1,1,-0.12717266791993012
0,3,0,1.432359465278696,1,3,34.375,2,0,3,5,0,0.6233938271906204
1,1,1,0.4333115021019107,0,0,512.3292,0,1,2,1,1,3.3852937438182273
0,3,1,-0.10463740114712752,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,3,1,-0.10463740114712752,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
1,1,1,-0.10463740114712752,0,0,30.0,2,1,2,1,1,0.4870824563024251
0,1,1,0.5101613454232019,1,0,78.85,2,1,2,2,0,1.464014258564117
1,1,0,-0.6425863043961658,2,2,262.375,0,1,1,5,0,2.6962534687059603
0,3,1,-0.41203677443229225,1,0,16.1,2,0,2,2,0,-0.12717266791993012
1,3,1,0.12591212881674602,0,0,7.925,2,0,2,1,1,-0.798539974052802
0,1,1,3.123056018347102,1,1,71.0,2,1,4,3,0,1.3571652197109427
0,3,1,-1.0268355210026217,1,1,20.25,2,0,2,3,0,0.0971716406458445
1,2,0,0.04906228549545483,0,0,13.0,2,0,1,1,1,-0.3336984726090332
0,1,1,-0.7962859910387481,1,0,53.1,2,1,2,2,0,1.0620380556287106
0,3,1,0.12591212881674602,0,0,7.75,1,0,2,1,1,-0.8189865811572414
1,2,0,-1.949033640858116,1,1,23.0,2,0,1,3,0,0.2228261499229997
1,3,1,-1.7953339542155335,0,1,12.475,2,1,0,2,0,-0.37316263612134226
0,3,1,0.27961181545932834,0,0,9.5,2,0,2,1,1,-0.6307359423566569
0,3,1,-0.48888661775358344,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
1,2,0,1.432359465278696,1,2,65.0,2,0,3,4,0,1.2673242399099218
1,2,1,-2.204943619118015,1,1,14.5,2,0,0,3,0,-0.2286058134653583
0,3,1,-0.10463740114712752,0,0,7.7958,2,0,2,1,1,-0.8135961720983267
0,2,1,-0.8731358343600393,0,0,11.5,2,0,2,1,1,-0.4507125974257932
0,3,1,0.35646165878061953,0,0,8.05,2,0,2,1,1,-0.7841792430073967
1,1,0,0.27961181545932834,0,0,86.5,2,1,4,1,1,1.5584783893656837
0,3,1,-0.10463740114712752,0,0,14.5,2,0,2,1,1,-0.2286058134653583
0,3,1,0.8944105620296577,0,0,7.125,2,0,2,1,1,-0.8955045384601199
1,3,1,-0.719436147717457,0,0,7.2292,0,0,2,1,1,-0.8823470582632056
1,1,0,0.5101613454232019,1,2,120.0,2,1,3,4,0,1.8931715298766851
0,3,1,-1.0268355210026217,0,0,7.775,2,0,2,1,1,-0.8160407306065733
1,1,0,1.6629089952425695,1,0,77.9583,2,1,3,2,0,1.452419049919151
0,1,1,-0.10463740114712752,0,0,39.6,0,0,4,1,1,0.7656365698356679
0,3,0,0.08748720715610042,0,0,7.75,1,0,1,1,1,-0.8189865811572414
0,3,1,-0.10463740114712752,1,0,24.15,1,0,2,2,0,0.2711522804976662
0,3,1,0.20276197213803718,0,0,8.3625,2,0,2,1,1,-0.7491276790090223
0,3,1,-0.41203677443229225,0,0,9.5,2,0,2,1,1,-0.6307359423566569
0,3,1,1.432359465278696,0,0,7.8542,2,0,2,1,1,-0.806763380796033
0,2,0,2.1240080551703167,0,0,10.5,2,1,3,1,1,-0.5368057694182641
0,3,1,-0.10463740114712752,0,0,7.225,0,0,2,1,1,-0.8828741679067217
1,2,0,1.893458525206443,1,3,23.0,2,0,3,5,0,0.2228261499229997
0,3,1,-0.8731358343600393,0,0,7.75,2,0,2,1,1,-0.8189865811572414
0,3,1,-0.10463740114712752,0,0,7.75,1,1,2,1,1,-0.8189865811572414
1,3,0,-1.8721837975368247,0,0,12.475,2,0,1,1,1,-0.37316263612134226
0,3,1,-0.10463740114712752,0,0,7.7375,1,0,2,1,1,-0.8204626642072291
1,1,0,1.0481102486722402,0,1,211.3375,2,1,3,2,0,2.4738467350641637
1,3,0,-1.2573850509664952,0,0,7.2292,0,0,1,1,1,-0.8823470582632056
1,1,0,-0.9499856776813305,1,0,57.0,2,1,3,2,0,1.1339105535671157
0,1,1,-0.027787557825836348,0,0,30.0,2,1,2,1,1,0.4870824563024251
0,3,1,-0.10463740114712752,1,2,23.45,2,0,2,4,0,0.24200663802437702
0,3,1,-0.33518693111100106,0,0,7.05,2,0,2,1,1,-0.9050797531497122
0,3,1,-0.33518693111100106,0,0,7.25,2,0,2,1,1,-0.8797405693934278
1,3,0,-0.8731358343600393,0,0,7.4958,2,0,1,1,1,-0.8494271027413144
0,3,1,-1.6416342675729512,4,1,29.125,1,0,0,6,0,0.457519539438721
1,3,1,-2.1795831708219895,1,2,20.575,2,0,0,4,0,0.11284358066326507
0,1,1,1.2786597786361138,0,0,79.2,0,1,2,1,1,1.4685301291949246
0,3,1,-0.10463740114712752,0,0,7.75,1,0,2,1,1,-0.8189865811572414
0,2,1,-1.0268355210026217,0,0,26.0,2,0,2,1,1,0.3444394801955362
0,3,0,-0.10463740114712752,8,2,69.55,2,0,1,11,0,1.3361591794576348
0,1,1,-0.10463740114712752,0,0,30.6958,0,0,2,1,1,0.5100012756239033
0,3,1,-0.33518693111100106,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,2,1,0.7407108753870755,0,0,13.0,2,0,2,1,1,-0.3336984726090332
1,1,0,1.5092093085999871,0,0,25.9292,2,1,4,1,1,0.3417284274758476
1,3,0,0.12591212881674602,0,0,8.6833,2,0,3,1,1,-0.7143416664249429
0,3,1,0.04906228549545483,0,0,7.2292,0,0,2,1,1,-0.8823470582632056
0,3,0,0.04906228549545483,1,1,24.15,2,0,3,3,0,0.2711522804976662
0,2,1,0.35646165878061953,0,0,13.0,2,0,2,1,1,-0.3336984726090332
1,2,0,0.12591212881674602,1,1,26.25,2,0,3,3,0,0.35395586016517094
1,1,1,-1.4110847376090776,1,2,120.0,2,1,0,4,0,1.8931715298766851
1,3,1,-2.224156079948338,0,1,8.5167,0,0,0,2,0,-0.7322606388880221
1,3,1,-0.1814872444684187,0,0,6.975,2,0,2,1,1,-0.9147445967366699
0,3,1,0.12591212881674602,0,0,7.775,2,0,2,1,1,-0.8160407306065733
0,1,1,0.7407108753870755,0,0,0.0,2,1,2,1,1,-3.0585777291682934
0,3,0,-0.8731358343600393,0,0,7.775,2,0,1,1,1,-0.8160407306065733
0,2,1,0.7407108753870755,0,0,13.0,2,0,2,1,1,-0.3336984726090332
1,1,0,0.27961181545932834,1,0,53.1,2,1,3,2,0,1.0620380556287106
0,3,1,-0.2583370877897099,0,0,7.8875,2,0,2,1,1,-0.8028874327603485
0,3,1,0.7407108753870755,0,0,24.15,2,0,2,1,1,0.2711522804976662
0,2,1,0.4333115021019107,0,0,10.5,2,0,2,1,1,-0.5368057694182641
0,3,0,-1.7953339542155335,4,2,31.275,2,0,1,7,0,0.5286989276421437
0,3,1,0.08748720715610042,0,0,8.05,2,0,2,1,1,-0.7841792430073967
0,1,1,-0.10463740114712752,0,0,0.0,2,1,2,1,1,-3.0585777291682934
0,3,0,-0.48888661775358344,0,0,7.925,2,0,1,1,1,-0.798539974052802
0,2,1,0.12591212881674602,1,1,37.0042,0,0,2,3,0,0.6974165471111633
0,3,1,1.0481102486722402,0,0,6.45,2,0,2,1,1,-0.9850567418873891
0,3,1,-1.4879345809303688,3,2,27.9,2,0,0,6,0,0.4146557174979072
1,1,0,1.7397588385638607,1,1,93.5,2,1,3,3,0,1.6379421972192298
1,3,1,-0.1814872444684187,0,0,8.6625,2,0,2,1,1,-0.7165619336211217
0,1,1,0.6638610320657843,0,0,0.0,2,0,4,1,1,-3.0585777291682934
1,3,0,-0.1814872444684187,0,1,12.475,2,1,3,2,0,-0.37316263612134226
0,3,1,-2.1027333275006983,4,1,39.6875,2,0,0,6,0,0.7678594338107121
0,3,1,-0.10463740114712752,0,0,6.95,1,0,2,1,1,-0.9179864201772276
0,3,1,-0.10463740114712752,0,0,56.4958,2,0,2,1,1,1.1248955097361595
1,2,1,-2.1795831708219895,0,2,37.0042,0,0,0,3,0,0.6974165471111633
1,3,1,-0.10463740114712752,0,0,7.75,1,0,2,1,1,-0.8189865811572414
1,1,0,2.5082572717767726,0,0,80.0,2,1,3,1,1,1.4787785499834798
1,3,0,-1.1036853643239128,1,0,14.4542,0,0,3,2,0,-0.23166125968823223
1,2,1,-2.192647644186609,1,1,18.75,2,0,0,3,0,0.021587667954472933
0,3,1,-0.10463740114712752,0,0,7.2292,0,0,2,1,1,-0.8823470582632056
0,3,1,-0.48888661775358344,0,0,7.8542,2,0,2,1,1,-0.806763380796033
0,3,1,-0.8731358343600393,0,0,8.3,2,0,2,1,1,-0.7560434444325566
1,1,0,0.7407108753870755,1,1,83.1583,0,1,1,3,0,1.5182728441543658
0,3,1,-0.6425863043961658,0,0,8.6625,2,0,2,1,1,-0.7165619336211217
0,3,1,-0.10463740114712752,0,0,8.05,2,0,2,1,1,-0.7841792430073967
1,3,1,0.20276197213803718,0,0,56.4958,2,0,2,1,1,1.1248955097361595
1,1,1,-0.10463740114712752,0,0,29.7,0,1,2,1,1,0.4770416648490861
0,3,1,-0.719436147717457,0,0,7.925,2,0,2,1,1,-0.798539974052802
0,2,1,-1.0268355210026217,0,0,10.5,2,0,2,1,1,-0.5368057694182641
1,1,0,0.04906228549545483,0,0,31.0,0,0,1,1,1,0.5198636196706229
0,3,1,0.3948865804412651,0,0,6.4375,0,0,2,1,1,-0.9867906128533871
0,3,1,-0.9499856776813305,0,0,8.6625,2,0,2,1,1,-0.7165619336211217
0,3,1,0.9712604053509489,0,0,7.55,2,0,2,1,1,-0.8428609376877135
0,3,1,-0.10463740114712752,8,2,69.55,2,0,2,11,0,1.3361591794576348
0,3,1,0.4333115021019107,0,0,7.8958,0,0,2,1,1,-0.8019236166026618
0,2,1,-0.10463740114712752,0,1,33.0,2,0,4,2,0,0.5824597491940529
1,1,0,-0.10463740114712752,1,0,89.1042,0,1,3,2,0,1.588760118059578
0,3,1,-1.949033640858116,4,2,31.275,2,0,0,7,0,0.5286989276421437
0,3,1,3.430455391632267,0,0,7.775,2,0,2,1,1,-0.8160407306065733
0,3,0,-1.56478442425166,1,1,15.2458,0,0,1,3,0,-0.1800831698720664
1,1,0,-1.0268355210026217,0,1,39.4,2,1,1,2,0,0.7605376956829671
0,2,0,1.1249600919935314,1,0,26.0,2,0,3,2,0,0.3444394801955362
1,3,0,-0.8731358343600393,0,1,9.35,2,0,3,2,0,-0.6455926003653025
1,1,0,1.2018099353148226,1,1,164.8667,2,0,3,3,0,2.218822021910339
1,1,1,1.6629089952425695,0,0,26.55,2,1,2,1,1,0.36526093570402607
1,3,0,-0.41203677443229225,0,3,19.2583,0,0,3,4,0,0.047825129435189045
0,3,1,-0.10463740114712752,0,0,7.2292,0,0,2,1,1,-0.8823470582632056
0,3,1,0.8944105620296577,2,0,14.1083,2,0,2,3,0,-0.2550339477875714
0,2,1,-0.6425863043961658,1,0,11.5,2,0,2,2,0,-0.4507125974257932
1,1,0,1.432359465278696,0,0,25.9292,2,1,3,1,1,0.3417284274758476
0,3,0,-0.10463740114712752,8,2,69.55,2,0,1,11,0,1.3361591794576348
0,2,1,-0.41203677443229225,0,0,13.0,2,0,2,1,1,-0.3336984726090332
1,2,0,0.9712604053509489,0,0,13.0,2,0,3,1,1,-0.3336984726090332
1,2,0,-0.1814872444684187,1,0,13.8583,0,0,1,2,0,-0.272262193114855
0,1,1,0.12591212881674602,0,0,50.4958,2,1,2,1,1,1.0110997852233976
0,3,1,-0.10463740114712752,0,0,9.5,2,0,2,1,1,-0.6307359423566569
1,3,1,-1.949033640858116,1,1,11.1333,2,0,0,3,0,-0.48145578049281285
0,3,1,-0.2583370877897099,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
1,1,0,1.3555096219574048,1,1,52.5542,2,1,3,3,0,1.0515683442816504
0,1,1,0.27961181545932834,0,0,5.0,2,1,2,1,1,-1.208550389612567
0,3,1,1.3555096219574048,0,0,9.0,2,0,2,1,1,-0.6811127586453682
1,2,0,-0.10463740114712752,1,0,24.0,0,0,3,2,0,0.26497567234198965
1,3,0,-1.1036853643239128,0,0,7.225,0,0,1,1,1,-0.8828741679067217
0,3,1,-0.719436147717457,0,0,9.8458,2,0,2,1,1,-0.5972795597045875
0,3,1,-0.7962859910387481,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,3,1,-0.10463740114712752,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
1,1,0,2.0471582118490255,0,1,83.1583,0,1,3,2,0,1.5182728441543658
1,2,0,-0.33518693111100106,0,1,26.0,2,0,3,2,0,0.3444394801955362
0,3,1,0.27961181545932834,0,0,7.8958,2,0,2,1,1,-0.8019236166026618
0,3,0,-0.5657364610748746,0,0,10.5167,2,0,1,1,1,-0.5353074585700541
0,2,1,-0.10463740114712752,0,0,10.5,2,0,2,1,1,-0.5368057694182641
0,3,1,-0.33518693111100106,0,0,7.05,2,0,2,1,1,-0.9050797531497122
0,3,0,0.7407108753870755,0,5,29.125,1,0,3,6,0,0.457519539438721
0,2,1,-0.1814872444684187,0,0,13.0,2,0,4,1,1,-0.3336984726090332
1,1,0,-0.7962859910387481,0,0,30.0,2,1,1,1,1,0.4870824563024251
0,3,0,-0.10463740114712752,1,2,23.45,2,0,1,4,0,0.24200663802437702
1,1,1,-0.2583370877897099,0,0,30.0,0,1,2,1,1,0.4870824563024251
0,3,1,0.20276197213803718,0,0,7.75,1,0,2,1,1,-0.8189865811572414
